Place Name,Latitude,Longitude,Cost,Categories,Sub Places
Place_959,6.003478,79.77025,16181,Nature,"Ruwanwelisaya Stupa, Mirissa Beach, Jungle Beach, Temple of the Tooth, Sigiriya Museum"
Place_960,9.332317,81.126152,16805,"Wildlife, Religious, Cultural","Gregory Lake, Ruwanwelisaya Stupa, Temple of the Tooth"
Place_961,9.462338,80.642075,16790,Adventure,"Mirissa Beach, Yala National Park, Jaya Sri Maha Bodhi"
Place_962,8.239815,79.706526,14413,"Wildlife, Beach, Adventure","Jaya Sri Maha Bodhi, Adam's Peak"
Place_963,7.745099,81.459889,6233,Religious,Sigiriya Museum
Place_964,6.215375,80.935575,19166,Beach,"Haggala Garden, Udawalawe National Park"
Place_965,6.661061,81.395862,2891,"Adventure, Wildlife, Cultural","Pidurangala Rock, Arugam Bay, Temple of the Tooth"
Place_966,7.867926,80.47215,6026,"Beach, Religious","Ambewela Farm, Gregory Lake, Yala National Park, Sigiriya Museum"
Place_967,7.528167,79.938511,5685,"Religious, Adventure","Pidurangala Rock, Udawalawe National Park, Gregory Lake, Dambulla Cave Temple, Arugam Bay"
Place_968,7.155041,81.476503,9069,Religious,Gregory Lake
Place_969,7.329343,80.162245,13731,"Beach, Nature","Gregory Lake, Haggala Garden, Temple of the Tooth, Polonnaruwa Ruins, Sigiriya Museum"
Place_970,7.924537,81.209192,3101,Wildlife,Ambewela Farm
Place_971,7.058496,80.646014,8200,"Nature, Adventure","Ambewela Farm, Udawalawe National Park"
Place_972,9.710784,80.301973,3755,"Wildlife, Beach","Jungle Beach, Mirissa Beach, Udawalawe National Park, Yala National Park"
Place_973,8.871392,79.72363,9203,Beach,"Galle Fort, Nine Arches Bridge, Ambewela Farm, Jaya Sri Maha Bodhi, Horton Plains"
Place_974,6.842039,79.975198,5455,"Wildlife, Religious, Beach","Temple of the Tooth, Galle Fort"
Place_975,8.772821,79.923954,5606,Wildlife,"Ambewela Farm, Udawalawe National Park, Polonnaruwa Ruins, Adam's Peak"
Place_976,6.508663,80.01406,3229,Nature,"Dambulla Cave Temple, Udawalawe National Park"
Place_977,6.789345,81.405982,6165,Wildlife,"Little Adam's Peak, Galle Fort, Mirissa Beach, Yala National Park, Haggala Garden"
Place_978,9.552635,80.222243,8502,"Adventure, Beach, Wildlife","Yala National Park, Arugam Bay, Haggala Garden"
Place_979,6.747228,80.464166,7979,Religious,"Ambewela Farm, Udawalawe National Park, Jungle Beach"
Place_980,7.450939,81.258721,14263,"Religious, Adventure","Sigiriya Museum, Horton Plains, Dambulla Cave Temple, Ruwanwelisaya Stupa, Mirissa Beach"
Place_981,9.506375,79.952243,6583,"Cultural, Adventure","Mirissa Beach, Galle Fort, Nine Arches Bridge"
Place_982,9.034193,81.715918,5011,"Beach, Adventure, Wildlife","Sigiriya Museum, Gregory Lake, Galle Fort"
Place_983,8.030524,81.163561,8184,"Adventure, Religious",Horton Plains
Place_984,7.91145,81.423145,2680,"Nature, Beach, Cultural","Polonnaruwa Ruins, Yala National Park, Adam's Peak, Ambewela Farm"
Place_985,7.834596,80.014028,7269,"Cultural, Nature, Beach","Polonnaruwa Ruins, Jaya Sri Maha Bodhi, Horton Plains"
Place_986,6.841821,80.402519,9248,Religious,Polonnaruwa Ruins
Place_987,8.331918,79.988861,8978,"Beach, Cultural, Wildlife","Pidurangala Rock, Little Adam's Peak"
Place_988,8.839091,81.488453,8362,"Religious, Nature, Beach",Jungle Beach
Place_989,8.376334,80.730796,19560,Adventure,"Jaya Sri Maha Bodhi, Ambewela Farm, Horton Plains"
Place_990,6.507931,80.241253,19453,"Religious, Wildlife, Adventure","Nine Arches Bridge, Ambewela Farm, Sigiriya Museum, Temple of the Tooth, Jungle Beach"
Place_991,8.374766,81.64624,16603,Nature,"Jaya Sri Maha Bodhi, Arugam Bay, Ruwanwelisaya Stupa, Jungle Beach"
Place_992,9.382073,80.606474,3747,"Cultural, Religious, Wildlife",Little Adam's Peak
Place_993,8.104763,80.978616,3416,"Beach, Religious",Gregory Lake
Place_994,8.449291,80.859654,9575,"Religious, Adventure",Ruwanwelisaya Stupa
Place_995,8.453331,79.83345,5290,"Religious, Cultural, Nature",Gregory Lake
Place_996,8.725197,79.705697,8547,Adventure,"Temple of the Tooth, Ambewela Farm, Little Adam's Peak"
Place_997,6.832514,80.131088,6353,"Cultural, Religious, Beach",Little Adam's Peak
Place_998,6.335641,81.267314,12687,"Religious, Adventure","Adam's Peak, Jaya Sri Maha Bodhi, Yala National Park, Ruwanwelisaya Stupa, Temple of the Tooth"
Place_999,7.128853,80.641999,13222,Beach,"Pidurangala Rock, Arugam Bay"
Place_1000,8.559834,81.283336,12138,Beach,"Adam's Peak,Udawalawe National Park, Mirissa Beach"
